130	0.900	-0.260
131	0.825	-0.390
132	0.750	-0.520
133	0.675	-0.650
134	0.600	-0.779
135	0.525	-0.909
136	0.375	-0.909
137	0.225	-0.909
138	0.075	-0.909
139	-0.075	-0.909
140	-0.225	-0.909
141	-0.375	-0.909
142	-0.525	-0.909
143	-0.600	-0.779
144	-0.675	-0.650
145	-0.750	-0.520
146	-0.825	-0.390
147	-0.900	-0.260
148	-0.975	-0.130
149	-1.050	0.000
150	-0.975	0.130
151	-0.900	0.260
152	-0.825	0.390
153	-0.750	0.520
154	-0.675	0.650
155	-0.600	0.779
156	-0.525	0.909
157	-0.375	0.909
158	-0.225	0.909
159	-0.075	0.909
160	0.075	0.909
161	0.225	0.909
162	0.375	0.909
163	0.525	0.909
164	0.600	0.779
165	0.675	0.650
166	0.750	0.520
167	0.825	0.390
168	0.900	0.260
169	0.975	0.130
170	1.200	0.000
171	1.125	-0.130
172	1.050	-0.260
173	0.975	-0.390
174	0.900	-0.520
175	0.825	-0.650
176	0.750	-0.779
177	0.675	-0.909
178	0.600	-1.039
179	0.450	-1.039
180	0.300	-1.039
181	0.150	-1.039
182	0.000	-1.039
183	-0.150	-1.039
184	-0.300	-1.039
185	-0.450	-1.039
186	-0.600	-1.039
187	-0.675	-0.909
188	-0.750	-0.779
189	-0.825	-0.650
190	-0.900	-0.520
191	-0.975	-0.390
192	-1.050	-0.260
193	-1.125	-0.130
194	-1.200	0.000
195	-1.125	0.130
196	-1.050	0.260
197	-0.975	0.390
198	-0.900	0.520
199	-0.825	0.650
200	-0.750	0.779
201	-0.675	0.909
202	-0.600	1.039
203	-0.450	1.039
204	-0.300	1.039
205	-0.150	1.039
206	0.000	1.039
207	0.150	1.039
208	0.300	1.039
209	0.450	1.039
210	0.600	1.039
211	0.675	0.909
212	0.750	0.779
213	0.825	0.650
214	0.900	0.520
215	0.975	0.390
216	1.050	0.260
217	1.125	0.130
218	1.350	0.000
219	1.275	-0.130
220	1.200	-0.260
221	1.125	-0.390
222	1.050	-0.520
223	0.975	-0.650
224	0.900	-0.779
225	0.825	-0.909
226	0.750	-1.039
227	0.675	-1.169
228	0.525	-1.169
229	0.375	-1.169
230	0.225	-1.169
231	0.075	-1.169
232	-0.075	-1.169
233	-0.225	-1.169
234	-0.375	-1.169
235	-0.525	-1.169
236	-0.675	-1.169
237	-0.750	-1.039
238	-0.825	-0.909
239	-0.900	-0.779
240	-0.975	-0.650
241	-1.050	-0.520
242	-1.125	-0.390
243	-1.200	-0.260
244	-1.275	-0.130
245	-1.350	0.000
246	-1.275	0.130
247	-1.200	0.260
248	-1.125	0.390
249	-1.050	0.520
250	-0.975	0.650
251	-0.900	0.779
252	-0.825	0.909
253	-0.750	1.039
254	-0.675	1.169
255	-0.525	1.169
256	-0.375	1.169
257	-0.225	1.169
258	-0.075	1.169
259	0.075	1.169
260	0.225	1.169
261	0.375	1.169
262	0.525	1.169
263	0.675	1.169
264	0.750	1.039
265	0.825	0.909
266	0.900	0.779
267	0.975	0.650
268	1.050	0.520
269	1.125	0.390
270	1.200	0.260
271	1.275	0.130
272	1.500	0.000
273	1.425	-0.130
274	1.350	-0.260
275	1.275	-0.390
276	1.200	-0.520
277	1.125	-0.650
278	1.050	-0.779
279	0.975	-0.909
280	0.900	-1.039
281	0.825	-1.169
282	0.750	-1.299
283	0.600	-1.299
284	0.450	-1.299
285	0.300	-1.299
286	0.150	-1.299
287	0.000	-1.299
288	-0.150	-1.299
289	-0.300	-1.299
290	-0.450	-1.299
291	-0.600	-1.299
292	-0.750	-1.299
293	-0.825	-1.169
294	-0.900	-1.039
295	-0.975	-0.909
296	-1.050	-0.779
297	-1.125	-0.650
298	-1.200	-0.520
299	-1.275	-0.390
300	-1.350	-0.260
301	-1.425	-0.130
302	-1.500	0.000
303	-1.425	0.130
304	-1.350	0.260
305	-1.275	0.390
306	-1.200	0.520
307	-1.125	0.650
308	-1.050	0.779
309	-0.975	0.909
310	-0.900	1.039
311	-0.825	1.169
312	-0.750	1.299
313	-0.600	1.299
314	-0.450	1.299
315	-0.300	1.299
316	-0.150	1.299
317	0.000	1.299
318	0.150	1.299
319	0.300	1.299
320	0.450	1.299
321	0.600	1.299
322	0.750	1.299
323	0.825	1.169
324	0.900	1.039
325	0.975	0.909
326	1.050	0.779
327	1.125	0.650
328	1.200	0.520
329	1.275	0.390
330	1.350	0.260
331	1.425	0.130
332	1.650	0.000
333	1.575	-0.130
334	1.500	-0.260
335	1.425	-0.390
336	1.350	-0.520
337	1.275	-0.650
338	1.200	-0.779
339	1.125	-0.909
340	1.050	-1.039
341	0.975	-1.169
342	0.900	-1.299
343	0.825	-1.429
344	0.675	-1.429
345	0.525	-1.429
346	0.375	-1.429
347	0.225	-1.429
348	0.075	-1.429
349	-0.075	-1.429
350	-0.225	-1.429
351	-0.375	-1.429
352	-0.525	-1.429
353	-0.675	-1.429
354	-0.825	-1.429
355	-0.900	-1.299
356	-0.975	-1.169
357	-1.050	-1.039
358	-1.125	-0.909
359	-1.200	-0.779
360	-1.275	-0.650
361	-1.350	-0.520
362	-1.425	-0.390
363	-1.500	-0.260
364	-1.575	-0.130
365	-1.650	0.000
366	-1.575	0.130
367	-1.500	0.260
368	-1.425	0.390
369	-1.350	0.520
370	-1.275	0.650
371	-1.200	0.779
372	-1.125	0.909
373	-1.050	1.039
374	-0.975	1.169
375	-0.900	1.299
376	-0.825	1.429
377	-0.675	1.429
378	-0.525	1.429
379	-0.375	1.429
380	-0.225	1.429
381	-0.075	1.429
382	0.075	1.429
383	0.225	1.429
384	0.375	1.429
385	0.525	1.429
386	0.675	1.429
387	0.825	1.429
388	0.900	1.299
389	0.975	1.169
390	1.050	1.039
391	1.125	0.909
392	1.200	0.779
393	1.275	0.650
394	1.350	0.520
395	1.425	0.390
396	1.500	0.260
397	1.575	0.130
398	1.725	-0.130
399	1.650	-0.260
400	1.575	-0.390
401	1.500	-0.520
402	1.425	-0.650
403	1.350	-0.779
404	1.275	-0.909
405	1.200	-1.039
406	1.125	-1.169
407	1.050	-1.299
408	0.975	-1.429
409	0.750	-1.559
410	0.600	-1.559
411	0.450	-1.559
412	0.300	-1.559
413	0.150	-1.559
414	0.000	-1.559
415	-0.150	-1.559
416	-0.300	-1.559
417	-0.450	-1.559
418	-0.600	-1.559
419	-0.750	-1.559
420	-0.975	-1.429
421	-1.050	-1.299
422	-1.125	-1.169
423	-1.200	-1.039
424	-1.275	-0.909
425	-1.350	-0.779
426	-1.425	-0.650
427	-1.500	-0.520
428	-1.575	-0.390
429	-1.650	-0.260
430	-1.725	-0.130
431	-1.725	0.130
432	-1.650	0.260
433	-1.575	0.390
434	-1.500	0.520
435	-1.425	0.650
436	-1.350	0.779
437	-1.275	0.909
438	-1.200	1.039
439	-1.125	1.169
440	-1.050	1.299
441	-0.975	1.429
442	-0.750	1.559
443	-0.600	1.559
444	-0.450	1.559
445	-0.300	1.559
446	-0.150	1.559
447	0.000	1.559
448	0.150	1.559
449	0.300	1.559
450	0.450	1.559
451	0.600	1.559
452	0.750	1.559
453	0.975	1.429
454	1.050	1.299
455	1.125	1.169
456	1.200	1.039
457	1.275	0.909
458	1.350	0.779
459	1.425	0.650
460	1.500	0.520
461	1.575	0.390
462	1.650	0.260
463	1.725	0.130
464	1.650	-0.520
465	1.575	-0.650
466	1.500	-0.779
467	1.425	-0.909
468	1.350	-1.039
469	1.275	-1.169
470	0.375	-1.689
471	0.225	-1.689
472	0.075	-1.689
473	-0.075	-1.689
474	-0.225	-1.689
475	-0.375	-1.689
476	-1.275	-1.169
477	-1.350	-1.039
478	-1.425	-0.909
479	-1.500	-0.779
480	-1.575	-0.650
481	-1.650	-0.520
482	-1.650	0.520
483	-1.575	0.650
484	-1.500	0.779
485	-1.425	0.909
486	-1.350	1.039
487	-1.275	1.169
488	-0.375	1.689
489	-0.225	1.689
490	-0.075	1.689
491	0.075	1.689
492	0.225	1.689
493	0.375	1.689
494	1.275	1.169
495	1.350	1.039
496	1.425	0.909
497	1.500	0.779
498	1.575	0.650
499	1.650	0.520
